id	Fonte	Titolo Fonte	Pubblicazione Fonte	Pubblicazioni Id	Pubblicazioni Titoli	year	Occorrenza	Parte di	Parte di ID	nominato/Generico	Scala	Luogo desunto	I	C	F	Localizzabile	Terrestre	Inventato	Categoria	Start	End	Nota	Tema	Tema_old
L00455	S068	L'avventura di un impiegato	raccolta	«Paragone-letteratura»;V006;V017	«Paragone-letteratura»;I racconti;Gli amori difficili	1953	piazza	città	L00453	generico						no	sì	-	Terrestri generici	12929	12935		paesaggio urbano	paesaggio urbano
L00456	S068	L'avventura di un impiegato	raccolta	«Paragone-letteratura»;V006;V017	«Paragone-letteratura»;I racconti;Gli amori difficili	1953	portici	città	L00453	generico						no	sì	-	Terrestri generici	12950	12957		paesaggio urbano	paesaggio urbano
L00457	S068	L'avventura di un impiegato	raccolta	«Paragone-letteratura»;V006;V017	«Paragone-letteratura»;I racconti;Gli amori difficili	1953	ufficio	città	L00453	generico					x	no	sì	-	Terrestri generici	13331	13338		paesaggio urbano	paesaggio urbano
L00458	S069	Un paese disgraziato	altro	«Unità» (Torino)	«Unità» (Torino)	1953	Marzialia			nominato	nazione		x		x	no	sì	sì	Terrestri Inventati	30	39		nessuno	nessuno
L00459	S069	Un paese disgraziato	altro	«Unità» (Torino)	«Unità» (Torino)	1953	via	Marzialia	L00458	generico						no	sì	-	Terrestri generici	2822	2825		nessuno	nessuno
L00460	S070	Il generale in biblioteca	altro	«Unità» (Torino)	«Unità» (Torino)	1953	Panduria			nominato	nazione		x			no	sì	sì	Terrestri Inventati	35	43		nessuno	nessuno
L00461	S070	Il generale in biblioteca	altro	«Unità» (Torino)	«Unità» (Torino)	1953	biblioteca	Panduria	L00460	generico				x	x	no	sì	-	Terrestri generici	927	937		nessuno	nessuno
L00462	S070	Il generale in biblioteca	altro	«Unità» (Torino)	«Unità» (Torino)	1953	palazzo	Panduria	L00460	generico						no	sì	-	Terrestri generici	951	958		nessuno	nessuno
L00463	S071	La fabbrica nella montagna	altro	«Unità» (Torino)	«Unità» (Torino)	1954	piazzale	Amiantifera (fabbrica)	L00465	generico						sì	sì	-	Terrestri generici	1291	1299		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00464	S071	La fabbrica nella montagna	altro	«Unità» (Torino)	«Unità» (Torino)	1954	sentieri	Balangero	L00468	generico						no	sì	-	Terrestri generici	2068	2076		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00465	S071	La fabbrica nella montagna	altro	«Unità» (Torino)	«Unità» (Torino)	1954	Amiantifera (fabbrica)	Balangero	L00468	nominato	landmark					sì	sì	no	Terrestri localizzabili	3084	3095		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00466	S071	La fabbrica nella montagna	altro	«Unità» (Torino)	«Unità» (Torino)	1954	uffici	Amiantifera (fabbrica)	L00465	generico				x		sì	sì	-	Terrestri generici	4641	4647		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00467	S071	La fabbrica nella montagna	altro	«Unità» (Torino)	«Unità» (Torino)	1954	via	Balangero	L00468	generico					x	no	sì	-	Terrestri generici	10194	10197		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00468	S071	La fabbrica nella montagna	altro	«Unità» (Torino)	«Unità» (Torino)	1954	Balangero			nominato	comune					sì	sì	no	Terrestri localizzabili	2098	2107		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00469	S072	Le notti dell'UNPA	raccolta	V004;V006	L'entrata in guerra;I racconti	1954	Sanremo (città)			nominato	comune	sì	x			sì	sì	no	Terrestri localizzabili	806	811		guerra;paesaggio urbano	guerra;paesaggio urbano
L00470	S072	Le notti dell'UNPA	raccolta	V004;V006	L'entrata in guerra;I racconti	1954	scuola	Sanremo (città)	L00469	generico					x	sì	sì	-	Terrestri generici	2710	2716		guerra;paesaggio urbano	guerra;paesaggio urbano
L00471	S072	Le notti dell'UNPA	raccolta	V004;V006	L'entrata in guerra;I racconti	1954	strada	Sanremo (città)	L00469	generico						sì	sì	-	Terrestri generici	6195	6201		guerra;paesaggio urbano	guerra;paesaggio urbano
L00472	S072	Le notti dell'UNPA	raccolta	V004;V006	L'entrata in guerra;I racconti	1954	campagna			generico						sì	sì	-	Terrestri generici	6229	6237		guerra;paesaggio urbano	guerra;paesaggio urbano
L00473	S072	Le notti dell'UNPA	raccolta	V004;V006	L'entrata in guerra;I racconti	1954	stanza	Sanremo (città)	L00469	generico				x		sì	sì	-	Terrestri generici	10619	10625		guerra;paesaggio urbano	guerra;paesaggio urbano
L00474	S072	Le notti dell'UNPA	raccolta	V004;V006	L'entrata in guerra;I racconti	1954	piazza	Sanremo (città)	L00469	generico						sì	sì	-	Terrestri generici	18147	18153		guerra;paesaggio urbano	guerra;paesaggio urbano
L00475	S072	Le notti dell'UNPA	raccolta	V004;V006	L'entrata in guerra;I racconti	1954	via	Sanremo (città)	L00469	generico						sì	sì	-	Terrestri generici	22814	22817		guerra;paesaggio urbano	guerra;paesaggio urbano
L00476	S072	Le notti dell'UNPA	raccolta	V004;V006	L'entrata in guerra;I racconti	1954	casa	Sanremo (città)	L00469	generico						sì	sì	-	Terrestri generici	27617	27621		guerra;paesaggio urbano	guerra;paesaggio urbano
L00477	S072	Le notti dell'UNPA	raccolta	V004;V006	L'entrata in guerra;I racconti	1954	salotto	Sanremo (città)	L00469	generico						sì	sì	-	Terrestri generici	31170	31177		guerra;paesaggio urbano	guerra;paesaggio urbano
L00478	S072	Le notti dell'UNPA	raccolta	V004;V006	L'entrata in guerra;I racconti	1954	porto	Sanremo (città)	L00469	generico						sì	sì	-	Terrestri generici	34693	34698		guerra;paesaggio urbano	guerra;paesaggio urbano
L00479	S073	La bomba addormentata nel bosco	altro	«Incontri oggi»	«Incontri oggi»	1954	prato			generico			x	x		no	sì	-	Terrestri generici	292	297		paesaggio urbano;	paesaggio urbano;protagonista bambino
L00480	S073	La bomba addormentata nel bosco	altro	«Incontri oggi»	«Incontri oggi»	1954	casa	città	L00482	generico						no	sì	-	Terrestri generici	409	413		paesaggio urbano;	paesaggio urbano;protagonista bambino
L00481	S073	La bomba addormentata nel bosco	altro	«Incontri oggi»	«Incontri oggi»	1954	piazza	città	L00482	generico						no	sì	-	Terrestri generici	1165	1171		paesaggio urbano;	paesaggio urbano;protagonista bambino
L00482	S073	La bomba addormentata nel bosco	altro	«Incontri oggi»	«Incontri oggi»	1954	città			generico						no	sì	-	Terrestri generici	2821	2826		paesaggio urbano;	paesaggio urbano;protagonista bambino
L00483	S073	La bomba addormentata nel bosco	altro	«Incontri oggi»	«Incontri oggi»	1954	foresta			generico					x	no	sì	-	Terrestri generici	8155	8162		paesaggio urbano;	paesaggio urbano;protagonista bambino
L00484	S074	Libertà! Libertà!	altro	«Il contemporaneo»	«Il contemporaneo»	1954	Atrabilia			nominato	nazione		x	x	x	no	sì	sì	Terrestri Inventati	27	36		nessuno	nessuno
L00485	S074	Libertà! Libertà!	altro	«Il contemporaneo»	«Il contemporaneo»	1954	Cocinindia			nominato	nazione					no	sì	sì	Terrestri Inventati	383	393		nessuno	nessuno
L00486	S074	Libertà! Libertà!	altro	«Il contemporaneo»	«Il contemporaneo»	1954	Mantecablanca			nominato	nazione					no	sì	sì	Terrestri Inventati	1308	1321		nessuno	nessuno
L00487	S075	I mozzatori di nasi	altro	«Il contemporaneo»	«Il contemporaneo»	1954	rive	Eucalipto	L00488	generico			x			no	sì	-	Terrestri generici	32	36		nessuno	nessuno
L00488	S075	I mozzatori di nasi	altro	«Il contemporaneo»	«Il contemporaneo»	1954	Eucalipto			nominato	fiume					no	sì	sì	Terrestri Inventati	42	51		nessuno	nessuno
L00489	S076	Dove va l'avvoltoio?	altro	«Il contemporaneo»	«Il contemporaneo»	1954	cielo			generico			x		x	no	sì	-	Terrestri generici	226	231		nessuno	nessuno
L00490	S076	Dove va l'avvoltoio?	altro	«Il contemporaneo»	«Il contemporaneo»	1954	Brema			nominato	comune			x		sì	sì	no	Terrestri localizzabili	1717	1722		nessuno	nessuno
L00491	S077	Il dittatore	altro	«Il contemporaneo»	«Il contemporaneo»	1954	Champs Elysèes	Parigi	L00494	nominato	landmark		x			sì	sì	no	Terrestri localizzabili	95	109		metropoli	metropoli
L00492	S077	Il dittatore	altro	«Il contemporaneo»	«Il contemporaneo»	1954	Rue de la Paix	Parigi	L00494	nominato	landmark		x			sì	sì	no	Terrestri localizzabili	118	132		metropoli	metropoli
L00493	S077	Il dittatore	altro	«Il contemporaneo»	«Il contemporaneo»	1954	studio	Parigi	L00494	generico				x		sì	sì	-	Terrestri generici	1754	1760		metropoli	metropoli
L00494	S077	Il dittatore	altro	«Il contemporaneo»	«Il contemporaneo»	1954	Parigi			nominato	comune					sì	sì	no	Terrestri localizzabili	3101	3107		metropoli	metropoli
L00495	S077	Il dittatore	altro	«Il contemporaneo»	«Il contemporaneo»	1954	Recanati			nominato	comune				x	sì	sì	no	Terrestri localizzabili	3896	3904		metropoli	metropoli
L00496	S078	Lo jus primae noctis	altro	«Il contemporaneo»	«Il contemporaneo»	1954	paese			generico			x			no	sì	-	Terrestri generici	33	38	sì	paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00497	S078	Lo jus primae noctis	altro	«Il contemporaneo»	«Il contemporaneo»	1954	Edi-Piaf (fabbrica)	paese	L00496	nominato	landmark			x		no	sì	sì	Terrestri Inventati	164	172		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00498	S078	Lo jus primae noctis	altro	«Il contemporaneo»	«Il contemporaneo»	1954	casamento	paese	L00496	generico						no	sì	-	Terrestri generici	1889	1898		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00499	S078	Lo jus primae noctis	altro	«Il contemporaneo»	«Il contemporaneo»	1954	stanza	casamento	L00498	generico						no	sì	-	Terrestri generici	3564	3570		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00500	S078	Lo jus primae noctis	altro	«Il contemporaneo»	«Il contemporaneo»	1954	treno			generico						no	sì	-	Terrestri generici	5135	5140		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00501	S078	Lo jus primae noctis	altro	«Il contemporaneo»	«Il contemporaneo»	1954	baita			generico						no	sì	-	Terrestri generici	5577	5582		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00502	S078	Lo jus primae noctis	altro	«Il contemporaneo»	«Il contemporaneo»	1954	prato			generico					x	no	sì	-	Terrestri generici	6151	6156		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00503	S079	L'adultera	altro	«Il contemporaneo»	«Il contemporaneo»	1954	paese			generico			x			no	sì	-	Terrestri generici	26	31		nessuno	nessuno
L00504	S079	L'adultera	altro	«Il contemporaneo»	«Il contemporaneo»	1954	aranceti	paese	L00503	generico						no	sì	-	Terrestri generici	190	198		nessuno	nessuno
L00505	S079	L'adultera	altro	«Il contemporaneo»	«Il contemporaneo»	1954	vie	paese	L00503	generico						no	sì	-	Terrestri generici	215	218		nessuno	nessuno
L00506	S079	L'adultera	altro	«Il contemporaneo»	«Il contemporaneo»	1954	moschea	paese	L00503	generico				x		no	sì	-	Terrestri generici	3786	3793		nessuno	nessuno
L00507	S079	L'adultera	altro	«Il contemporaneo»	«Il contemporaneo»	1954	deserto			generico						no	sì	-	Terrestri generici	5577	5584		nessuno	nessuno
L00508	S079	L'adultera	altro	«Il contemporaneo»	«Il contemporaneo»	1954	torre	deserto	L00507	generico					x	no	sì	-	Terrestri generici	5604	5609		nessuno	nessuno
L00509	S080	La lente d'ingrandimento	altro	«Il contemporaneo»	«Il contemporaneo»	1954	paese			generico			x	x	x	no	sì	-	Terrestri generici	34	39		nessuno	nessuno
L00510	S081	I Marziani	altro	«Il contemporaneo»	«Il contemporaneo»	1954	Terra			nominato	pianeta					sì	no	no	Cosmici Specifici	805	810		nessuno	paesaggio cosmico
L00511	S081	I Marziani	altro	«Il contemporaneo»	«Il contemporaneo»	1954	regione	Terra	L00510	generico						no	sì	-	Terrestri generici	1111	1118		nessuno	paesaggio cosmico
L00512	S081	I Marziani	altro	«Il contemporaneo»	«Il contemporaneo»	1954	navicella			generico						no	sì	-	Terrestri generici	1886	1895		nessuno	paesaggio cosmico
L00513	S081	I Marziani	altro	«Il contemporaneo»	«Il contemporaneo»	1954	città	regione	L00511	generico						no	sì	-	Terrestri generici	2563	2568		nessuno	paesaggio cosmico
L00514	S081	I Marziani	altro	«Il contemporaneo»	«Il contemporaneo»	1954	spazi			generico						no	no	-	Cosmici generici	3837	3842		nessuno	paesaggio cosmico
L00515	S082	La domenica delle follie	altro	«Il contemporaneo»	«Il contemporaneo»	1954	paese			generico						no	sì	-	Terrestri generici	37	42		nessuno	nessuno
L00516	S083	Il coniglio velenoso	raccolta	«Il contemporaneo»;V006;V011	«Il contemporaneo»;I racconti;Marcovaldo	1954	ospedale	città	L00524	generico			x		x	no	sì	-	Terrestri generici	55	63		paesaggio urbano	paesaggio urbano
